latitude,longitude,cluster,booking_type,ds,price_min,price_max
22.2705784,70.73857989999999,0,1,2024-05-22 06:24:00,-inf,2000033304.0
22.2705784,70.73857989999999,0,1,2024-05-22 06:34:00,-inf,2000033304.0
22.2705784,70.73857989999999,0,1,2024-05-22 06:47:00,-inf,2000033304.0
22.2705784,70.73857989999999,0,1,2024-05-22 07:22:00,-inf,2000033304.0
22.2705825,70.7385948,0,1,2024-05-22 07:22:00,-inf,2000033304.0
22.2705825,70.7385948,0,1,2024-05-22 08:38:00,-inf,2000033304.0
22.2705784,70.73857989999999,0,1,2024-05-22 08:45:00,-inf,2000033304.0
22.2705825,70.7385948,0,1,2024-05-22 09:00:00,-inf,2000033304.0
22.248856,70.75441909999999,0,1,2024-05-22 09:00:00,-inf,2000033304.0
22.248856,70.75441909999999,0,1,2024-05-22 09:38:00,-inf,2000033304.0
22.2705784,70.73857989999999,0,1,2024-05-22 09:39:00,-inf,2000033304.0
22.2681485,70.730475,0,1,2024-05-22 09:44:00,-inf,2000033304.0
22.2705784,70.73857989999999,0,1,2024-05-22 10:04:00,-inf,2000033304.0
22.2705784,70.73857989999999,0,1,2024-05-22 10:04:00,-inf,2000033304.0
22.3038949,70.8022268,0,1,2024-05-22 10:06:00,-inf,2000033304.0
22.248856,70.75441909999999,0,1,2024-05-22 10:06:00,-inf,2000033304.0
22.248856,70.75441909999999,0,1,2024-05-22 10:23:00,-inf,2000033304.0
22.248856,70.75441909999999,0,1,2024-05-22 10:23:00,-inf,2000033304.0
22.2705825,70.7385948,0,1,2024-05-22 10:25:00,-inf,2000033304.0
22.248856,70.75441909999999,0,1,2024-05-22 10:33:00,-inf,2000033304.0
22.3038949,70.8022268,0,1,2024-05-22 10:52:00,-inf,2000033304.0
22.2705825,70.7385948,0,1,2024-05-22 10:56:00,-inf,2000033304.0
22.2705825,70.7385948,0,1,2024-05-22 11:01:00,-inf,2000033304.0
22.2709672,70.7418438,0,1,2024-05-22 11:01:00,-inf,2000033304.0
22.2705825,70.7385948,0,1,2024-05-22 11:03:00,-inf,2000033304.0
22.2705825,70.7385948,0,1,2024-05-22 11:03:00,-inf,2000033304.0
22.2705825,70.7385948,0,1,2024-05-22 11:04:00,-inf,2000033304.0
22.2705825,70.7385948,0,1,2024-05-22 11:04:00,-inf,2000033304.0
